HouseNumber,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,SalePrice,SalePriceN
848,20,RL,36,15523,Reg,Inside,Somerst,252000,>150k
849,50,RL,75,45600,Reg,Inside,Edwards,137500,<150k
850,80,RL,80,9600,IR1,Inside,Somerst,197000,>150k
851,120,RM,36,4435,Reg,Corner,NAmes,92900,<150k
852,120,RL,NA,3196,Reg,Inside,Somerst,160000,>150k
853,75,RL,53,7128,Reg,Inside,SWISU,136500,<150k
854,80,RL,NA,12095,Reg,Corner,NAmes,146000,<150k
855,20,RL,102,17920,Reg,Inside,NAmes,129000,<150k
856,20,RL,NA,6897,IR1,Inside,CollgCr,176432,>150k
857,80,RL,NA,10970,Reg,Inside,IDOTRR,127000,<150k
858,60,RL,65,8125,Reg,Inside,StoneBr,170000,>150k
859,20,RL,80,10400,Reg,Inside,BrkSide,128000,<150k
860,60,RL,NA,11029,IR1,Inside,NWAmes,157000,>150k
861,50,RL,55,7642,IR1,Inside,Crawfor,239000,>150k
862,190,RL,75,11625,Reg,Inside,NoRidge,285000,>150k
863,20,RL,81,9672,IR1,CulDSac,Mitchel,119500,<150k
864,20,RL,70,7931,Reg,Inside,OldTown,115000,<150k
865,20,FV,72,8640,IR1,FR2,Crawfor,154900,>150k
866,20,RL,NA,8750,Reg,Corner,Edwards,93000,<150k
867,20,RL,67,10656,IR2,Corner,Timber,250000,>150k
868,20,RL,85,6970,IR1,Inside,Crawfor,392500,>150k
869,60,RL,NA,14762,IR1,Corner,NoRidge,745000,>150k
870,60,RL,80,9938,Reg,Inside,OldTown,120000,<150k
871,20,RL,60,6600,Reg,Inside,Timber,186700,>150k
872,60,RL,70,8750,Reg,Inside,Edwards,104900,<150k
873,20,RL,74,8892,IR1,Corner,OldTown,95000,<150k
874,40,RL,60,12144,Reg,Corner,NoRidge,262000,>150k
875,50,RM,52,5720,IR1,Inside,CollgCr,195000,>150k
876,60,FV,75,9000,Reg,Inside,Gilbert,189000,>150k
877,20,RL,94,25286,Reg,Inside,Mitchel,168000,>150k
878,60,RL,74,8834,Reg,Inside,Somerst,174000,>150k
879,85,RL,88,11782,Reg,Inside,OldTown,125000,<150k
880,20,RL,NA,7000,Reg,FR2,Mitchel,165000,>150k
881,20,RL,60,7024,Reg,Corner,Sawyer,158000,>150k
882,50,RL,44,13758,IR1,Inside,Gilbert,176000,>150k
883,60,RL,NA,9636,IR1,Inside,Gilbert,219210,>150k
884,75,RL,60,6204,IR1,Corner,OldTown,144000,<150k
885,20,RL,65,7150,Reg,Inside,CollgCr,178000,>150k
886,120,FV,50,5119,Reg,Inside,Sawyer,148000,<150k
887,90,RL,70,8393,Reg,Inside,NAmes,116050,<150k
888,50,RL,59,16466,Reg,Corner,CollgCr,197900,>150k
889,20,RL,95,15865,Reg,Corner,BrkSide,117000,<150k
890,20,RL,128,12160,Reg,Inside,CollgCr,213000,>150k
891,50,RL,60,8064,Reg,Inside,NWAmes,153500,>150k
892,60,RL,70,11184,IR1,CulDSac,SawyerW,271900,>150k
893,20,RL,70,8414,Reg,Inside,SawyerW,107000,<150k
894,20,RL,NA,13284,Reg,Inside,CollgCr,200000,>150k
895,90,RL,64,7018,Reg,Inside,NAmes,140000,<150k
896,60,RL,71,7056,IR1,CulDSac,Somerst,290000,>150k
897,30,RM,50,8765,Reg,Inside,SawyerW,189000,>150k
898,90,RL,64,7018,IR1,Inside,Gilbert,164000,>150k
899,20,RL,100,12919,Reg,Inside,Edwards,113000,<150k
900,20,RL,65,6993,IR1,CulDSac,Sawyer,145000,<150k
901,20,RL,NA,7340,IR1,Inside,NAmes,134500,<150k
902,20,RL,64,8712,IR1,Inside,Sawyer,125000,<150k
903,60,RL,63,7875,Reg,Inside,Sawyer,112000,<150k
904,20,RL,50,14859,Reg,Inside,Somerst,229456,>150k
905,20,RL,NA,6173,Reg,Inside,BrkSide,80500,<150k
906,20,RL,80,9920,Reg,Inside,BrDale,91500,<150k
907,20,RL,116,13501,IR1,Inside,NAmes,115000,<150k
908,50,RL,86,11500,Reg,Inside,Sawyer,134000,<150k
909,20,RL,NA,8885,Reg,Inside,NAmes,143000,<150k
910,60,RL,149,12589,Reg,Inside,NAmes,137900,<150k
911,90,RL,80,11600,IR1,Inside,Gilbert,184000,>150k
912,20,RL,NA,9286,Reg,Inside,NAmes,145000,<150k
913,30,RM,51,6120,IR1,CulDSac,Somerst,214000,>150k
914,90,RH,82,6270,Reg,Corner,NAmes,147000,<150k
915,160,FV,30,3000,Reg,Corner,NridgHt,367294,>150k
916,160,RM,21,2001,Reg,Inside,NAmes,127000,<150k
917,20,C (all),50,9000,IR1,Inside,Sawyer,190000,>150k
918,20,RL,NA,17140,Reg,Inside,NAmes,132500,<150k
919,60,RL,103,13125,Reg,FR2,NAmes,101800,<150k
920,20,RL,87,11029,IR1,Inside,NAmes,142000,<150k
921,60,RL,70,8462,Reg,Inside,SWISU,130000,<150k
922,90,RL,67,8777,Reg,Inside,Crawfor,138887,<150k
923,20,RL,65,10237,Reg,Inside,NridgHt,175500,>150k
924,120,RL,50,8012,IR2,FR2,CollgCr,195000,>150k
925,20,RL,79,10240,Reg,Inside,SawyerW,142500,<150k
926,20,RL,NA,15611,IR1,Inside,Timber,265900,>150k
927,60,RL,93,11999,Reg,Inside,CollgCr,224900,>150k
928,60,RL,NA,9900,Reg,Inside,Somerst,248328,>150k
929,20,RL,NA,11838,Reg,Inside,NWAmes,170000,>150k
930,60,RL,NA,13006,Reg,Inside,NridgHt,465000,>150k
931,20,RL,73,8925,IR1,Corner,Crawfor,230000,>150k
932,20,RL,70,9100,Reg,Inside,NWAmes,178000,>150k
933,20,RL,84,11670,Reg,Inside,Somerst,186500,>150k
934,20,RL,63,8487,IR1,Inside,Mitchel,169900,>150k
935,20,RL,313,27650,Reg,Inside,OldTown,129500,<150k
936,30,RL,52,5825,Reg,Inside,SWISU,60000,<150k
938,60,RL,75,9675,IR1,Inside,NAmes,119500,<150k
939,60,RL,73,8760,Reg,Inside,NAmes,135000,<150k
940,70,RL,NA,24090,Reg,Corner,NAmes,159500,>150k
941,90,RL,55,12640,Reg,Inside,BrDale,106000,<150k
942,60,RL,NA,8755,IR1,Corner,NoRidge,325000,>150k
943,90,RL,42,7711,IR1,Corner,SawyerW,179900,>150k
944,90,RL,100,25000,IR3,CulDSac,Gilbert,274725,>150k
945,20,RL,NA,14375,Reg,Inside,Gilbert,181000,>150k
946,50,RM,98,8820,IR1,Inside,NridgHt,280000,>150k
947,80,RL,70,8163,Reg,Inside,Gilbert,188000,>150k
948,20,RL,85,14536,Reg,Inside,NWAmes,205000,>150k
949,60,RL,65,14006,IR1,Corner,NAmes,129900,<150k
950,20,RL,78,9360,Reg,Inside,NAmes,134500,<150k
951,20,RL,60,7200,Reg,Inside,OldTown,117000,<150k
952,20,RH,60,7800,Reg,Inside,NridgHt,318000,>150k
953,85,RL,60,7200,Reg,Inside,Gilbert,184100,>150k
954,60,RL,NA,11075,IR1,FR2,Sawyer,130000,<150k
955,90,RL,35,9400,Reg,Inside,Sawyer,140000,<150k
956,90,RH,82,7136,Reg,Inside,NAmes,133700,<150k
957,160,RM,24,1300,Reg,Inside,IDOTRR,118400,<150k
958,20,RL,70,7420,Reg,Inside,CollgCr,212900,>150k
959,20,RL,65,8450,IR1,Corner,Edwards,112000,<150k
960,160,FV,24,2572,Reg,Inside,Edwards,118000,<150k
961,20,RL,50,7207,IR1,Inside,Gilbert,163900,>150k
962,60,RL,NA,12227,Reg,Inside,NAmes,115000,<150k
963,160,RL,24,2308,Reg,Inside,Blmngtn,174000,>150k
964,20,RL,122,11923,IR3,Corner,Gilbert,259000,>150k
965,60,RL,80,11316,IR1,Inside,Gilbert,215000,>150k
966,60,RL,65,10237,Reg,Inside,OldTown,140000,<150k
967,50,RL,130,9600,Reg,Inside,SWISU,135000,<150k
968,20,RL,NA,7390,Reg,Inside,Mitchel,93500,<150k
969,50,RM,50,5925,Reg,Inside,OldTown,117500,<150k
970,190,RL,75,10382,IR1,Inside,SawyerW,239500,>150k
971,50,RL,60,10800,IR1,Inside,Gilbert,169000,>150k
972,160,RL,36,2268,Reg,Corner,BrkSide,102000,<150k
973,120,RL,55,7892,Reg,Inside,NAmes,119000,<150k
975,70,RL,60,11414,Reg,Inside,Sawyer,94000,<150k
976,160,FV,NA,2651,IR1,Inside,Mitchel,196000,>150k
977,30,RL,51,5900,IR1,Inside,BrkSide,144000,<150k
979,20,RL,68,9450,Reg,Corner,NAmes,139000,<150k
980,20,RL,80,8816,IR1,CulDSac,NWAmes,197500,>150k
981,85,RL,NA,12122,Reg,Inside,CollgCr,424870,>150k
982,60,RL,98,12203,Reg,Inside,Sawyer,80000,<150k
983,20,RL,43,3182,Reg,Inside,Edwards,80000,<150k
984,60,RL,NA,11250,Reg,Inside,BrkSide,149000,<150k
985,90,RL,75,10125,Reg,Inside,SawyerW,180000,>150k
986,190,RL,68,10880,Reg,Inside,Crawfor,174500,>150k
987,50,RM,59,5310,Reg,Inside,OldTown,116900,<150k
988,20,RL,83,10159,Reg,Inside,OldTown,143000,<150k
989,60,RL,NA,12046,IR1,Inside,NAmes,124000,<150k
990,60,FV,65,8125,Reg,Inside,Edwards,149900,<150k
991,60,RL,82,9452,IR1,Inside,Crawfor,230000,>150k
992,70,RM,121,17671,Reg,Corner,IDOTRR,120500,<150k
993,60,RL,80,9760,IR1,Inside,NAmes,201800,>150k
994,60,RL,68,8846,IR1,Corner,Veenker,218000,>150k
995,20,RL,96,12456,Reg,Inside,NAmes,179900,>150k
996,50,RL,51,4712,IR1,Inside,NridgHt,230000,>150k
997,20,RL,NA,10659,Reg,FR2,Somerst,235128,>150k
998,20,RL,NA,11717,Reg,Inside,NWAmes,185000,>150k
999,30,RM,60,9786,Reg,Inside,NPkVill,146000,<150k
1000,20,RL,64,6762,IR1,CulDSac,Crawfor,224000,>150k
1001,20,RL,74,10206,Reg,Inside,Somerst,244600,>150k
1002,30,RL,60,5400,Reg,Inside,SawyerW,179200,>150k
1003,20,RL,75,11957,IR1,Inside,Somerst,164700,>150k
1004,90,RL,NA,11500,IR1,Inside,NAmes,159000,>150k
1005,120,RL,43,3182,IR1,Corner,NAmes,88000,<150k
1006,80,RL,65,8385,IR1,Inside,Sawyer,122000,<150k
1007,20,RL,NA,12155,Reg,Inside,BrkSide,153575,>150k
1008,160,RM,21,2217,Reg,Inside,CollgCr,233230,>150k
1009,20,RL,43,12118,Reg,Inside,SWISU,135900,<150k
1010,50,RL,60,6000,Reg,Inside,Edwards,131000,<150k
1011,50,RL,115,21286,IR1,Corner,NWAmes,235000,>150k
1012,90,RL,75,9825,Reg,Inside,NAmes,167000,>150k
1013,70,RL,55,10592,IR1,CulDSac,Mitchel,142500,<150k
1014,30,RM,60,7200,Reg,Inside,IDOTRR,152000,>150k
1015,20,RL,60,11664,IR1,Inside,Somerst,239000,>150k
1016,60,RL,70,8400,Reg,Inside,NWAmes,175000,>150k
1017,20,RL,73,11883,Reg,Corner,Edwards,140000,<150k
1018,120,RL,NA,5814,Reg,Inside,Mitchel,171500,>150k
1019,80,RL,NA,10784,Reg,Corner,OldTown,112000,<150k
1020,120,RL,43,3013,Reg,Inside,CollgCr,149000,<150k
1021,20,RL,60,7024,Reg,Inside,OldTown,110000,<150k
1022,20,RL,64,7406,Reg,Corner,Gilbert,180500,>150k
1023,50,RM,52,9439,IR1,CulDSac,Sawyer,143900,<150k
1024,120,RL,43,3182,IR1,Inside,NAmes,141000,<150k
1025,20,RL,NA,15498,IR1,Inside,SawyerW,277000,>150k
1026,20,RL,70,7700,Reg,Inside,NAmes,145000,<150k
1027,20,RL,73,9300,Reg,Inside,Edwards,98000,<150k
1028,20,RL,71,9520,Reg,Corner,Edwards,186000,>150k
1029,50,RL,79,9492,Reg,Inside,Somerst,252678,>150k
1030,160,RM,21,1680,IR2,CulDSac,CollgCr,156000,>150k
1031,190,RH,NA,7082,IR1,FR2,CollgCr,161750,>150k
1032,75,RL,102,15863,IR1,Inside,NAmes,134450,<150k
1033,60,RL,NA,14541,Reg,Inside,CollgCr,210000,>150k
1034,20,RL,NA,8125,Reg,Inside,OldTown,107000,<150k
1035,30,RL,50,6305,IR1,Corner,Crawfor,311500,>150k
1036,20,RL,NA,11500,Reg,Inside,Blmngtn,167240,>150k
1037,20,RL,89,12898,IR1,Inside,CollgCr,204900,>150k
1038,60,RL,NA,9240,IR1,Inside,Gilbert,200000,>150k
1039,160,RM,21,1533,Reg,Inside,NWAmes,179900,>150k
1040,180,RM,21,1477,Reg,FR2,NAmes,97000,<150k
1041,20,RL,88,13125,Reg,Inside,NridgHt,386250,>150k
1042,60,RL,NA,9130,Reg,Inside,BrDale,112000,<150k
1043,120,RL,34,5381,IR1,Inside,NoRidge,290000,>150k
1044,60,RL,86,11839,Reg,Inside,BrDale,106000,<150k
1045,20,RL,80,9600,Reg,FR2,Sawyer,125000,<150k
1046,20,RL,NA,13680,Reg,Inside,Blmngtn,192500,>150k
1047,60,RL,85,16056,Reg,Inside,NAmes,148000,<150k
1048,20,RL,57,9245,IR1,Inside,NoRidge,403000,>150k
1049,20,RL,100,21750,Reg,Inside,BrDale,94500,<150k
1050,20,RL,60,11100,Reg,Corner,CollgCr,128200,<150k
1051,20,RL,73,8993,Reg,Inside,Gilbert,216500,>150k
1052,20,RL,103,11175,Reg,Inside,BrDale,89500,<150k
1053,60,RL,100,9500,Reg,FR2,CollgCr,185500,>150k
1054,20,RL,68,8562,IR1,CulDSac,SawyerW,194500,>150k
1055,60,RL,90,11367,Reg,Inside,NridgHt,318000,>150k
1056,20,RL,104,11361,Reg,Inside,Edwards,113000,<150k
1057,120,RL,43,7052,Reg,Inside,Somerst,262500,>150k
1058,60,RL,NA,29959,Reg,Inside,OldTown,110500,<150k
1059,60,RL,96,11308,Reg,Corner,OldTown,79000,<150k
1060,50,RL,NA,11275,Reg,Corner,SawyerW,120000,<150k
1061,120,RL,41,4920,IR1,Inside,SawyerW,205000,>150k
1062,30,C (all),120,18000,Reg,Inside,NWAmes,241500,>150k
1063,190,RM,85,13600,Reg,Inside,OldTown,137000,<150k
1064,30,RM,50,6000,Reg,Inside,NAmes,140000,<150k
1065,20,RL,NA,11000,Reg,Inside,CollgCr,180000,>150k
1066,60,RL,80,14000,IR2,CulDSac,ClearCr,277000,>150k
1067,60,RL,59,7837,IR1,Inside,BrkSide,76500,<150k
1068,60,RL,80,9760,IR1,Inside,Crawfor,235000,>150k
1069,160,RM,42,3964,IR1,Inside,SawyerW,173000,>150k
1070,45,RL,60,9600,Reg,Inside,NAmes,158000,>150k
1071,20,RL,72,10152,Reg,Inside,NAmes,145000,<150k
1072,60,RL,78,11700,IR1,Inside,Gilbert,230000,>150k
1073,50,RL,50,7585,IR1,Inside,Somerst,207500,>150k
1074,60,RL,75,7950,Reg,Inside,CollgCr,220000,>150k
1075,20,RL,74,8556,Reg,Inside,CollgCr,231500,>150k
1076,70,RL,75,13125,Reg,Inside,OldTown,97000,<150k
1077,50,RL,60,10800,Reg,Corner,NAmes,176000,>150k
1078,20,RL,NA,15870,IR1,Inside,CollgCr,276000,>150k
1079,120,RM,37,4435,IR1,Corner,Sawyer,151000,>150k
1080,20,RL,65,8775,Reg,Corner,OldTown,130000,<150k
1081,20,RL,80,11040,IR3,Inside,OldTown,73000,<150k
1082,20,RL,75,7500,IR1,Inside,NWAmes,175500,>150k
1083,20,RL,70,8749,IR1,FR2,Gilbert,185000,>150k
1084,20,RL,80,8800,Reg,Inside,SWISU,179500,>150k
1085,60,RL,NA,13031,Reg,Inside,IDOTRR,120500,<150k
1086,85,RL,73,9069,IR1,Corner,Edwards,148000,<150k
1087,160,RM,NA,1974,Reg,Inside,Somerst,266000,>150k
1088,60,FV,85,10574,IR1,CulDSac,ClearCr,241500,>150k
1089,160,RM,24,2522,IR1,CulDSac,NoRidge,290000,>150k
1090,120,FV,37,3316,Reg,Inside,NAmes,139000,<150k
1091,90,RL,60,8544,Reg,Corner,NAmes,242000,>150k
1092,160,FV,24,2160,Reg,Inside,IDOTRR,87000,<150k
1093,50,RL,60,8400,IR1,CulDSac,Veenker,324000,>150k
1094,20,RL,71,9230,Reg,Inside,NAmes,145250,<150k
1095,20,RL,74,5868,IR1,Inside,BrkSide,214500,>150k
1096,20,RL,78,9317,Reg,Corner,IDOTRR,78000,<150k
1097,70,RM,60,6882,IR1,Inside,NAmes,119000,<150k
1098,120,RL,NA,3696,Reg,Inside,NAmes,139000,<150k
1099,50,RM,50,6000,IR1,Inside,NridgHt,284000,>150k
1100,20,RL,82,11880,Reg,FR3,NridgHt,207000,>150k
1101,30,RL,60,8400,IR1,Inside,Gilbert,192000,>150k
1102,20,RL,61,9758,IR1,Corner,Timber,228950,>150k
1103,20,RL,70,7000,IR1,Corner,StoneBr,377426,>150k
1104,20,RL,79,8910,Reg,Inside,CollgCr,214000,>150k
1105,160,RM,24,2016,Reg,Corner,NWAmes,202500,>150k
1106,60,RL,98,12256,IR1,Inside,NAmes,155000,>150k
1107,20,RL,114,10357,Reg,Inside,Timber,202900,>150k
1108,60,RL,168,23257,Reg,Inside,SawyerW,82000,<150k
1109,60,RL,NA,8063,Reg,Inside,NAmes,87500,<150k
1110,20,RL,107,11362,IR1,Inside,NridgHt,266000,>150k
1111,60,RL,NA,8000,Reg,Inside,MeadowV,85000,<150k
1112,60,RL,80,10480,Reg,Inside,BrkSide,140200,<150k
1113,20,RL,73,7100,IR1,CulDSac,NAmes,151500,>150k
1114,20,RL,66,8923,IR1,Inside,NAmes,157500,>150k
1115,20,RL,90,5400,Reg,Inside,NridgHt,154000,>150k
1116,20,RL,93,12085,IR2,Inside,NridgHt,437154,>150k
1117,80,RL,NA,7750,IR1,Inside,NridgHt,318061,>150k
1118,20,RL,57,9764,IR1,Inside,ClearCr,190000,>150k
1119,80,RL,85,13825,Reg,Inside,Edwards,95000,<150k
1120,20,RL,70,7560,Reg,Inside,OldTown,105900,<150k
1121,30,RM,59,8263,Reg,Inside,SWISU,140000,<150k
1122,20,RL,84,10084,IR2,Inside,CollgCr,177500,>150k
1123,20,RL,NA,8926,IR1,Inside,Gilbert,173000,>150k
1124,20,RL,50,9405,Reg,Inside,MeadowV,134000,<150k
1125,80,RL,NA,9125,IR1,Inside,ClearCr,130000,<150k
1126,20,RL,60,10434,IR1,CulDSac,NoRidge,280000,>150k
1127,120,RL,53,3684,IR1,CulDSac,Mitchel,156000,>150k
1128,20,RL,182,14572,Reg,Inside,BrkSide,145000,<150k
1129,60,RL,59,11796,Reg,Corner,Edwards,198500,>150k
1130,90,RM,60,7200,Reg,Inside,BrDale,118000,<150k
1131,50,RL,65,7804,IR1,FR2,NWAmes,190000,>150k
1132,20,RL,63,10712,Reg,Inside,IDOTRR,147000,<150k
1133,70,RM,90,9900,IR1,Inside,NAmes,159000,>150k
1134,60,RL,80,9828,IR1,Corner,NAmes,165000,>150k
1135,60,RL,57,8773,Reg,Inside,NAmes,132000,<150k
1136,30,RM,60,6180,IR1,Corner,NAmes,162000,>150k
1137,50,RL,80,9600,IR1,Inside,Gilbert,172400,>150k
1138,50,RL,54,6342,Reg,Inside,ClearCr,134432,<150k
1139,20,RL,NA,9819,Reg,Inside,SawyerW,125000,<150k
1140,30,RL,98,8731,Reg,Inside,NAmes,123000,<150k
1141,20,RL,60,7350,Reg,Inside,OldTown,120000,<150k
1142,60,RL,NA,10304,Reg,Inside,OldTown,110000,<150k
1143,60,RL,77,9965,IR1,Inside,ClearCr,280000,>150k
1144,20,RL,NA,9000,IR1,Corner,Timber,204000,>150k
1145,190,RL,60,12180,Reg,Inside,Somerst,210000,>150k
1146,50,RM,52,6240,Reg,Inside,Mitchel,188000,>150k
1147,20,RL,NA,11200,Reg,Inside,NWAmes,175500,>150k
1148,70,RL,75,12000,Reg,Inside,OldTown,98000,<150k
1149,50,RM,NA,5700,IR1,CulDSac,ClearCr,256000,>150k
1150,70,RM,50,9000,Reg,Inside,OldTown,161000,>150k
1151,20,RL,57,8280,IR1,Corner,BrkSide,110000,<150k
1152,20,RL,134,17755,IR1,Inside,Somerst,263435,>150k
1153,20,RL,90,14115,Reg,Inside,SWISU,155000,>150k
1154,30,RM,NA,5890,IR1,Inside,Sawyer,62383,<150k
1155,60,RL,NA,13700,IR1,Inside,Crawfor,188700,>150k
1156,20,RL,90,10768,Reg,Inside,CollgCr,124000,<150k
1157,80,RL,85,9350,Reg,Inside,Blmngtn,178740,>150k
1158,120,RL,34,5001,Reg,Inside,NAmes,167000,>150k
1159,20,RL,92,11932,Reg,Inside,NAmes,146500,<150k
1160,60,RL,76,9120,IR1,Inside,NridgHt,250000,>150k
1161,160,RL,24,2280,IR1,Corner,SawyerW,187000,>150k
1162,20,RL,NA,14778,IR1,Corner,StoneBr,212000,>150k
1163,20,RL,109,8724,Reg,Inside,NWAmes,190000,>150k
1164,90,RL,60,12900,Reg,Inside,Edwards,148000,<150k
1165,80,RL,NA,16157,IR1,Inside,NridgHt,440000,>150k
1166,20,RL,79,9541,Reg,Inside,StoneBr,251000,>150k
1167,20,RL,64,10475,Reg,Corner,Sawyer,132500,<150k
1168,60,RL,58,10852,Reg,Inside,CollgCr,208900,>150k
1169,70,RL,120,13728,Reg,Inside,NridgHt,380000,>150k
1170,60,RL,118,35760,Reg,Inside,CollgCr,297000,>150k
1171,80,RL,76,9880,Reg,Inside,OldTown,89471,<150k
1172,20,RL,76,9120,IR1,FR2,NridgHt,326000,>150k
1173,160,FV,35,4017,IR1,Inside,NridgHt,374000,>150k
1174,50,RL,138,18030,Reg,Corner,OldTown,155000,>150k
1175,70,RL,80,16560,Reg,FR2,Mitchel,164000,>150k
1176,50,RL,85,10678,IR1,Corner,Sawyer,132500,<150k
1177,20,RL,37,6951,Reg,Inside,NAmes,147000,<150k
1178,50,RM,NA,3950,Reg,Inside,NAmes,156000,>150k
1179,50,RL,54,7681,IR1,Inside,NWAmes,175000,>150k
1180,20,RL,77,8335,Reg,Corner,OldTown,160000,>150k
1181,60,RL,NA,11170,Reg,Inside,MeadowV,86000,<150k
1182,120,RM,64,5587,Reg,Inside,MeadowV,115000,<150k
1183,60,RL,160,15623,Reg,Inside,NAmes,133000,<150k
1184,30,RL,60,10800,IR1,Corner,Gilbert,172785,>150k
1185,20,RL,50,35133,Reg,Inside,NAmes,155000,>150k
1186,50,RL,60,9738,Reg,Inside,OldTown,91300,<150k
1187,190,RL,107,10615,Reg,Inside,IDOTRR,34900,<150k
1188,20,RL,89,12461,IR1,Inside,NoRidge,430000,>150k
1189,60,RL,68,8935,Reg,Inside,BrkSide,184000,>150k
1190,60,RL,60,7500,Reg,Inside,Sawyer,130000,<150k
1191,190,RL,NA,32463,Reg,Inside,CollgCr,219500,>150k
1192,160,FV,24,2645,IR1,Inside,Edwards,61000,<150k
1193,50,RM,60,9600,IR1,CulDSac,CollgCr,148000,<150k
1194,120,RM,NA,4500,IR1,Corner,Somerst,340000,>150k
1195,60,RL,80,9364,Reg,Corner,StoneBr,394432,>150k
1196,60,RL,51,8029,IR1,Inside,Gilbert,179000,>150k
1197,60,RL,58,14054,Reg,Inside,SWISU,127000,<150k
1198,75,RM,65,8850,Reg,Inside,Somerst,187750,>150k
1199,20,RL,70,9100,IR1,Inside,CollgCr,213500,>150k
1200,20,RL,75,11235,Reg,Corner,SawyerW,76000,<150k
1201,20,RL,71,9353,IR2,Corner,ClearCr,240000,>150k
1202,60,RL,80,10400,Reg,Inside,Blmngtn,192000,>150k
1203,50,RM,50,6000,Reg,FR2,Edwards,81000,<150k
1204,20,RL,75,9750,Reg,Inside,Edwards,125000,<150k
1205,20,RL,78,10140,IR1,CulDSac,CollgCr,191000,>150k
1206,20,RL,90,14684,Reg,Inside,NridgHt,426000,>150k
1207,20,RH,NA,8900,Reg,Inside,Edwards,119000,<150k
1208,20,RL,70,9135,IR1,CulDSac,Mitchel,215000,>150k
1209,20,RL,70,7763,IR1,Inside,NAmes,106500,<150k
1210,20,RL,85,10182,Reg,Corner,BrkSide,100000,<150k
1211,60,RL,70,11218,Reg,Inside,OldTown,109000,<150k
1212,50,RL,152,12134,Reg,Inside,Edwards,129000,<150k
1213,30,RL,50,9340,Reg,Inside,CollgCr,123000,<150k
1214,80,RL,NA,10246,Reg,Inside,NAmes,169500,>150k
1215,85,RL,69,10205,Reg,Corner,IDOTRR,67000,<150k
1216,20,RL,99,7094,Reg,Inside,Somerst,241000,>150k
1217,90,RM,68,8930,IR2,Inside,Veenker,245500,>150k
1218,20,FV,72,8640,IR1,Inside,CollgCr,164990,>150k
1219,50,RM,52,6240,Reg,Inside,Sawyer,108000,<150k
1220,160,RM,21,1680,Reg,Corner,NoRidge,258000,>150k
1221,20,RL,66,7800,IR1,Inside,Gilbert,168000,>150k
1222,20,RL,55,8250,IR1,Corner,Sawyer,150000,<150k
1223,50,RL,78,10496,Reg,Inside,SWISU,115000,<150k
1224,20,RL,89,10680,Reg,Inside,Crawfor,177000,>150k
1225,60,RL,60,15384,Reg,Corner,NridgHt,280000,>150k
1226,80,RL,65,10482,Reg,Inside,Somerst,339750,>150k
1227,60,RL,86,14598,Reg,Inside,Edwards,60000,<150k
1228,20,RL,72,8872,Reg,Inside,Gilbert,145000,<150k
1229,120,RL,65,8769,IR2,Inside,Somerst,222000,>150k
1230,80,RL,70,7910,Reg,Inside,OldTown,115000,<150k
1231,90,RL,NA,18890,IR2,CulDSac,SawyerW,228000,>150k
1232,90,RL,70,7728,IR1,Inside,Gilbert,181134,>150k
1233,90,RL,70,9842,Reg,Inside,Sawyer,149500,<150k
1234,20,RL,NA,12160,IR1,Inside,Crawfor,239000,>150k
1235,70,RH,55,8525,Reg,Inside,Edwards,126000,<150k
1236,70,RL,96,13132,Reg,Inside,NAmes,142000,<150k
1237,160,RL,36,2628,Reg,Inside,Mitchel,206300,>150k
1238,60,RL,41,12393,IR1,FR2,NWAmes,215000,>150k
1239,20,RL,63,13072,Reg,Inside,Mitchel,113000,<150k
1240,20,RL,64,9037,Reg,Inside,NoRidge,315000,>150k
1241,60,RL,65,8158,Reg,Inside,NAmes,139000,<150k
1242,20,RL,83,9849,Reg,Inside,OldTown,135000,<150k
1243,85,RL,85,10625,Reg,Inside,SawyerW,275000,>150k
1245,70,RL,NA,11435,Reg,Inside,Sawyer,129000,<150k
1246,80,RL,78,12090,Reg,Inside,Sawyer,108959,<150k
1247,60,FV,65,8125,IR1,FR2,Veenker,194000,>150k
1248,80,RL,NA,12328,IR1,Inside,NridgHt,233170,>150k
1249,75,RM,60,9600,IR1,Corner,CollgCr,245350,>150k
1250,20,RL,60,7200,IR1,Inside,Gilbert,173000,>150k
1251,20,RL,93,11160,Reg,Corner,Edwards,235000,>150k
1252,120,RL,NA,3136,IR1,CulDSac,NoRidge,625000,>150k
1253,20,RL,62,9858,Reg,Inside,Mitchel,171000,>150k
1254,60,RL,NA,17542,Reg,Inside,NAmes,163000,>150k
1255,60,RL,60,6931,IR1,Inside,Somerst,171900,>150k
1256,50,RM,52,6240,IR1,Inside,ClearCr,200500,>150k
1257,20,RL,91,14303,Reg,Inside,ClearCr,260000,>150k
1258,30,RL,56,4060,IR1,Inside,NWAmes,185750,>150k
1259,80,RL,59,9587,IR1,CulDSac,Sawyer,137000,<150k
1260,20,RL,65,9750,IR1,Corner,Edwards,177000,>150k
1261,60,RL,NA,24682,Reg,Corner,Crawfor,139000,<150k
1262,20,RL,80,9600,Reg,Corner,NAmes,137000,<150k
1263,50,RL,NA,11250,IR1,CulDSac,NWAmes,162000,>150k
1264,70,RL,60,13515,IR1,CulDSac,NWAmes,197900,>150k
1265,120,RH,34,4060,Reg,Inside,CollgCr,237000,>150k
1266,160,FV,35,3735,Reg,Inside,IDOTRR,68400,<150k
